breed,width,height
Irish setter,500,375
Irish setter,500,375
Irish setter,500,334
Irish setter,216,305
Irish setter,500,333
Irish setter,500,334
Irish setter,469,347
Irish setter,500,375
Irish setter,500,395
Irish setter,500,327
Irish setter,389,420
Irish setter,500,215
Irish setter,500,269
Irish setter,500,334
Irish setter,455,421
Irish setter,300,225
Irish setter,500,375
Irish setter,500,333
Irish setter,500,328
Irish setter,500,460
Irish setter,500,332
Irish setter,200,200
Irish setter,500,333
Irish setter,300,255
Irish setter,231,371
Irish setter,373,500
Irish setter,500,446
Irish setter,500,326
Irish setter,375,500
Irish setter,500,375
Irish setter,375,500
Irish setter,500,345
Irish setter,500,333
Irish setter,500,333
Irish setter,450,350
Irish setter,279,199
Irish setter,500,333
Irish setter,320,480
Irish setter,500,375
Irish setter,375,500
Irish setter,333,500
Irish setter,500,325
Irish setter,500,409
Irish setter,278,188
Irish setter,500,354
Irish setter,500,333
Irish setter,140,186
Irish setter,500,375
Irish setter,333,500
Irish setter,500,376
Irish setter,500,333
Irish setter,333,500
Irish setter,500,375
Irish setter,500,409
Irish setter,200,174
Irish setter,500,375
Irish setter,357,500
Irish setter,500,333
Irish setter,500,375
Irish setter,500,375
Irish setter,500,375
Irish setter,375,500
Irish setter,500,333
Irish setter,272,350
Irish setter,218,291
Irish setter,500,333
Irish setter,400,312
Irish setter,500,334
Irish setter,500,375
Irish setter,312,277
Irish setter,500,375
Irish setter,500,333
Irish setter,324,500
Irish setter,263,350
Irish setter,500,375
Irish setter,461,347
Irish setter,500,432
Irish setter,427,500
Irish setter,500,333
Irish setter,1009,1073
Irish setter,375,500
Irish setter,500,375
Irish setter,500,335
Irish setter,196,336
Irish setter,500,375
Irish setter,500,354
Gordon setter,563,499
Gordon setter,406,500
Gordon setter,200,150
Gordon setter,580,379
Gordon setter,369,393
Gordon setter,287,432
Gordon setter,500,333
Gordon setter,500,375
Gordon setter,500,375
Gordon setter,500,401
Gordon setter,179,210
Gordon setter,500,375
Gordon setter,500,375
Gordon setter,500,375
Gordon setter,148,183
Gordon setter,500,375
Gordon setter,500,375
Gordon setter,218,140
Gordon setter,500,375
Gordon setter,375,500
Gordon setter,350,267
Gordon setter,500,374
Gordon setter,351,288
Gordon setter,500,374
Gordon setter,500,375
Gordon setter,300,400
Gordon setter,500,375
Gordon setter,455,456
Gordon setter,500,375
Gordon setter,170,200
Gordon setter,375,500
Gordon setter,272,360
Gordon setter,378,504
Gordon setter,500,338
Gordon setter,500,375
Gordon setter,240,240
Gordon setter,500,374
Gordon setter,375,500
Gordon setter,500,375
Gordon setter,500,374
Gordon setter,360,342
Gordon setter,280,440
Gordon setter,500,375
Gordon setter,333,500
Gordon setter,160,170
Gordon setter,500,370
Gordon setter,442,500
Gordon setter,303,360
Gordon setter,150,181
Gordon setter,500,354
Gordon setter,413,500
Gordon setter,500,354
Gordon setter,789,1183
Gordon setter,250,213
Gordon setter,300,200
Gordon setter,283,366
Gordon setter,459,500
Gordon setter,500,333
Gordon setter,500,332
Gordon setter,500,333
Gordon setter,500,375
Gordon setter,500,375
Gordon setter,369,387
Gordon setter,500,375
Gordon setter,270,360
Gordon setter,375,500
Gordon setter,500,375
Gordon setter,500,357
Gordon setter,500,375
Gordon setter,252,381
Gordon setter,464,250
Gordon setter,500,333
Gordon setter,223,259
Gordon setter,480,640
Gordon setter,500,375
Gordon setter,294,441
Gordon setter,500,375
Gordon setter,375,500
Gordon setter,500,375
Gordon setter,375,500
Gordon setter,500,375
Gordon setter,500,332
Gordon setter,500,333
Gordon setter,365,284
Gordon setter,500,375
Gordon setter,863,583
Gordon setter,500,375
Gordon setter,768,1024
Gordon setter,200,327
Gordon setter,200,226
Gordon setter,256,192
Gordon setter,800,600
Gordon setter,500,375
Gordon setter,300,500
Gordon setter,219,360
Gordon setter,480,360
Gordon setter,193,228
Gordon setter,493,500
Gordon setter,500,331
Gordon setter,350,254
Gordon setter,500,375
Gordon setter,500,375
Gordon setter,500,331
Gordon setter,360,270
Gordon setter,500,375
Gordon setter,1388,1879
Gordon setter,200,293
Gordon setter,160,170
Gordon setter,500,376
Gordon setter,488,500
Gordon setter,500,375
Gordon setter,500,500
Gordon setter,238,250
Gordon setter,450,338
Gordon setter,500,398
Gordon setter,375,500
Gordon setter,500,375
Gordon setter,195,178
Gordon setter,328,317
Gordon setter,500,436
Gordon setter,400,300
Gordon setter,220,275
Gordon setter,333,500
Gordon setter,375,500
Gordon setter,500,375
Gordon setter,500,332
Gordon setter,321,500
Gordon setter,357,500
Gordon setter,500,359
Gordon setter,332,500
Gordon setter,500,374
Gordon setter,335,500
Gordon setter,500,374
Gordon setter,200,144
Gordon setter,500,375
Gordon setter,432,240
Gordon setter,500,375
Gordon setter,335,500
Gordon setter,500,333
Gordon setter,500,375
Gordon setter,250,250
Gordon setter,300,263
Gordon setter,333,500
Gordon setter,500,375
Gordon setter,360,272
Gordon setter,500,407
Gordon setter,446,500
Gordon setter,500,334
Gordon setter,500,358
Gordon setter,500,374
Gordon setter,500,445
Gordon setter,500,375
Gordon setter,500,300
Brittany spaniel,500,333
Brittany spaniel,500,292
Brittany spaniel,500,375
Brittany spaniel,500,500
Brittany spaniel,333,500
Brittany spaniel,333,500
Brittany spaniel,196,196
Brittany spaniel,500,375
Brittany spaniel,500,332
Brittany spaniel,500,375
Brittany spaniel,345,344
Brittany spaniel,640,587
Brittany spaniel,400,300
Brittany spaniel,341,233
Brittany spaniel,235,168
Brittany spaniel,301,201
Brittany spaniel,250,187
Brittany spaniel,415,375
Brittany spaniel,500,375
Brittany spaniel,412,500
Brittany spaniel,200,160
Brittany spaniel,386,500
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,500,456
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,500,342
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,216,180
Brittany spaniel,428,321
Brittany spaniel,480,320
Brittany spaniel,600,446
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,216,201
Brittany spaniel,500,375
Brittany spaniel,458,500
Brittany spaniel,333,500
Brittany spaniel,720,478
Brittany spaniel,434,500
Brittany spaniel,473,340
Brittany spaniel,360,273
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,203,192
Brittany spaniel,323,323
Brittany spaniel,500,331
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,302,252
Brittany spaniel,357,500
Brittany spaniel,480,362
Brittany spaniel,480,454
Brittany spaniel,375,500
Brittany spaniel,250,266
Brittany spaniel,500,375
Brittany spaniel,990,1186
Brittany spaniel,479,500
Brittany spaniel,375,500
Brittany spaniel,500,375
Brittany spaniel,147,179
Brittany spaniel,500,333
Brittany spaniel,310,283
Brittany spaniel,182,140
Brittany spaniel,500,499
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,200,160
Brittany spaniel,301,500
Brittany spaniel,289,240
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,347,233
Brittany spaniel,413,500
Brittany spaniel,374,343
Brittany spaniel,1138,1046
Brittany spaniel,108,120
Brittany spaniel,650,478
Brittany spaniel,200,150
Brittany spaniel,276,252
Brittany spaniel,180,141
Brittany spaniel,500,333
Brittany spaniel,500,333
Brittany spaniel,500,334
Brittany spaniel,216,205
Brittany spaniel,399,300
Brittany spaniel,500,375
Brittany spaniel,500,327
Brittany spaniel,499,338
Brittany spaniel,500,375
Brittany spaniel,500,357
Brittany spaniel,384,256
Brittany spaniel,500,333
Brittany spaniel,220,192
Brittany spaniel,216,146
Brittany spaniel,200,190
Brittany spaniel,266,196
Brittany spaniel,500,333
Brittany spaniel,288,209
Brittany spaniel,500,375
Brittany spaniel,223,212
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,480,343
Brittany spaniel,373,336
Brittany spaniel,360,334
Brittany spaniel,360,288
Brittany spaniel,500,482
Brittany spaniel,208,185
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,500,434
Brittany spaniel,466,500
Brittany spaniel,127,181
Brittany spaniel,500,291
Brittany spaniel,500,333
Brittany spaniel,180,135
Brittany spaniel,500,353
Brittany spaniel,500,333
Brittany spaniel,500,333
Brittany spaniel,500,344
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,247,270
Brittany spaniel,500,375
Brittany spaniel,384,500
Brittany spaniel,333,500
Brittany spaniel,500,375
Brittany spaniel,500,333
Brittany spaniel,304,227
Brittany spaniel,364,500
Brittany spaniel,500,333
Brittany spaniel,500,333
Brittany spaniel,500,375
Brittany spaniel,500,375
Brittany spaniel,500,333
Brittany spaniel,500,500
Brittany spaniel,500,375
Brittany spaniel,500,333
Brittany spaniel,500,375
Brittany spaniel,500,332
Brittany spaniel,375,500
Brittany spaniel,375,500
clumber,500,379
clumber,500,530
clumber,500,375
clumber,200,140
clumber,400,266
clumber,640,479
clumber,500,331
clumber,500,435
clumber,500,375
clumber,800,490
clumber,500,375
clumber,333,500
clumber,283,191
clumber,500,333
clumber,475,300
clumber,334,500
clumber,500,375
clumber,500,333
clumber,500,375
clumber,403,500
clumber,500,450
clumber,500,375
clumber,500,334
clumber,500,333
clumber,500,375
clumber,500,375
clumber,347,500
clumber,170,227
clumber,500,431
clumber,500,375
clumber,500,375
clumber,402,256
clumber,500,481
clumber,277,250
clumber,375,500
clumber,500,334
clumber,333,500
clumber,500,318
clumber,244,200
clumber,500,333
clumber,160,160
clumber,358,500
clumber,480,421
clumber,500,375
clumber,500,375
clumber,375,500
clumber,334,500
clumber,120,102
clumber,500,348
clumber,500,375
clumber,500,375
clumber,500,331
clumber,500,375
clumber,334,500
clumber,500,335
clumber,200,155
clumber,500,335
clumber,500,331
clumber,500,375
clumber,500,375
clumber,500,375
clumber,500,333
clumber,363,500
clumber,500,461
clumber,500,375
clumber,599,711
clumber,500,375
clumber,656,512
clumber,500,333
clumber,296,500
clumber,500,477
clumber,500,333
clumber,475,554
clumber,377,500
clumber,500,375
clumber,500,394
clumber,500,454
clumber,500,375
clumber,216,150
clumber,640,594
clumber,320,297
clumber,400,264
clumber,500,348
clumber,500,324
clumber,500,333
clumber,500,375
clumber,500,333
clumber,500,375
clumber,500,348
clumber,500,375
clumber,169,200
clumber,500,250
clumber,538,600
clumber,500,375
clumber,500,366
clumber,500,321
clumber,274,227
clumber,500,375
clumber,500,348
clumber,240,204
clumber,500,375
clumber,245,157
clumber,480,321
clumber,452,480
clumber,500,375
clumber,500,375
clumber,483,500
clumber,500,347
clumber,500,375
clumber,500,375
clumber,500,375
clumber,375,500
clumber,500,334
clumber,500,375
clumber,500,348
clumber,200,200
clumber,500,333
clumber,500,333
clumber,500,375
clumber,500,334
clumber,180,163
clumber,500,333
clumber,500,375
clumber,500,375
clumber,500,375
clumber,470,300
clumber,500,375
clumber,180,146
clumber,500,375
clumber,457,500
clumber,320,481
clumber,389,550
clumber,348,500
clumber,500,375
clumber,360,240
clumber,320,240
clumber,500,375
clumber,500,375
clumber,366,500
clumber,500,375
clumber,500,375
clumber,500,375
clumber,325,312
clumber,334,500
clumber,500,375
clumber,500,363
clumber,441,500
clumber,500,500
clumber,172,213
clumber,800,604
English springer,500,333
English springer,500,375
English springer,500,375
English springer,500,333
English springer,357,500
English springer,375,500
English springer,500,333
English springer,375,500
English springer,500,333
English springer,500,338
English springer,376,500
English springer,500,375
English springer,500,375
English springer,500,333
English springer,500,329
English springer,500,334
English springer,500,411
English springer,500,422
English springer,400,300
English springer,500,334
English springer,500,333
English springer,282,195
English springer,500,452
English springer,500,375
English springer,500,375
English springer,375,500
English springer,375,500
English springer,375,500
English springer,434,500
English springer,500,333
English springer,500,359
English springer,383,500
English springer,376,500
English springer,350,263
English springer,500,333
English springer,389,500
English springer,500,375
English springer,500,375
English springer,338,500
English springer,500,333
English springer,500,468
English springer,500,375
English springer,500,334
English springer,333,500
English springer,500,375
English springer,300,315
English springer,422,500
English springer,500,333
English springer,500,331
English springer,495,500
English springer,500,375
English springer,500,333
English springer,500,333
English springer,500,375
English springer,357,500
English springer,395,500
English springer,500,375
English springer,333,500
English springer,500,333
English springer,500,333
English springer,500,375
English springer,956,1368
English springer,500,333
English springer,375,500
English springer,413,500
English springer,500,375
English springer,500,386
English springer,500,333
English springer,500,333
English springer,500,333
English springer,500,375
English springer,333,500
English springer,500,375
English springer,576,432
English springer,500,375
English springer,500,375
English springer,375,500
English springer,500,333
English springer,500,333
English springer,500,362
English springer,500,323
English springer,500,400
English springer,500,333
English springer,447,491
English springer,500,422
English springer,500,411
English springer,333,500
English springer,351,360
English springer,500,334
English springer,375,500
English springer,500,333
English springer,500,421
English springer,333,500
English springer,500,375
English springer,500,333
English springer,500,493
English springer,375,500
English springer,375,500
English springer,500,375
English springer,500,333
English springer,333,500
English springer,302,500
English springer,500,332
English springer,500,375
English springer,333,500
English springer,500,375
English springer,500,333
English springer,500,334
English springer,350,303
English springer,398,500
English springer,500,333
English springer,500,333
English springer,500,374
English springer,500,375
English springer,500,375
English springer,500,376
English springer,500,333
English springer,500,375
English springer,500,333
English springer,500,402
English springer,500,334
English springer,500,333
English springer,421,500
English springer,500,375
English springer,242,400
English springer,500,375
English springer,500,346
English springer,375,500
English springer,500,333
English springer,500,375
English springer,500,333
English springer,338,500
English springer,376,500
English springer,500,375
English springer,400,280
English springer,500,333
English springer,500,333
English springer,376,500
English springer,500,375
English springer,500,375
English springer,500,333
English springer,500,358
English springer,500,333
English springer,320,240
English springer,500,375
English springer,394,500
English springer,500,375
English springer,500,446
English springer,357,500
English springer,500,377
English springer,376,500
English springer,300,200
English springer,500,333
English springer,500,333
English springer,500,332
English springer,333,500
English springer,500,334
English springer,333,500
English springer,500,375
Welsh springer spaniel,375,500
Welsh springer spaniel,375,500
Welsh springer spaniel,333,500
Welsh springer spaniel,500,375
Welsh springer spaniel,500,469
Welsh springer spaniel,800,533
Welsh springer spaniel,500,375
Welsh springer spaniel,333,500
Welsh springer spaniel,500,333
Welsh springer spaniel,500,334
Welsh springer spaniel,500,481
Welsh springer spaniel,500,333
Welsh springer spaniel,500,334
Welsh springer spaniel,500,333
Welsh springer spaniel,500,375
Welsh springer spaniel,500,334
Welsh springer spaniel,500,335
Welsh springer spaniel,500,333
Welsh springer spaniel,500,334
Welsh springer spaniel,500,375
Welsh springer spaniel,587,480
Welsh springer spaniel,300,393
Welsh springer spaniel,500,470
Welsh springer spaniel,500,333
Welsh springer spaniel,500,481
Welsh springer spaniel,500,392
Welsh springer spaniel,500,375
Welsh springer spaniel,500,375
Welsh springer spaniel,500,375
Welsh springer spaniel,500,332
Welsh springer spaniel,375,500
Welsh springer spaniel,500,375
Welsh springer spaniel,156,116
Welsh springer spaniel,375,500
Welsh springer spaniel,500,434
Welsh springer spaniel,500,375
Welsh springer spaniel,500,375
Welsh springer spaniel,500,332
Welsh springer spaniel,500,455
Welsh springer spaniel,189,144
Welsh springer spaniel,500,375
Welsh springer spaniel,500,382
Welsh springer spaniel,500,375
Welsh springer spaniel,500,408
Welsh springer spaniel,375,500
Welsh springer spaniel,500,357
Welsh springer spaniel,500,333
Welsh springer spaniel,500,333
Welsh springer spaniel,500,375
Welsh springer spaniel,500,375
Welsh springer spaniel,500,375
Welsh springer spaniel,500,375
Welsh springer spaniel,500,350
Welsh springer spaniel,500,375
Welsh springer spaniel,500,375
Welsh springer spaniel,500,375
Welsh springer spaniel,500,375
Welsh springer spaniel,410,500
Welsh springer spaniel,500,427
Welsh springer spaniel,333,500
Welsh springer spaniel,500,409
Welsh springer spaniel,500,375
Welsh springer spaniel,500,375
Welsh springer spaniel,500,375
Welsh springer spaniel,500,399
Welsh springer spaniel,500,429
Welsh springer spaniel,500,375
Welsh springer spaniel,500,400
Welsh springer spaniel,500,333
Welsh springer spaniel,500,334
Welsh springer spaniel,500,333
Welsh springer spaniel,500,375
Welsh springer spaniel,500,374
Welsh springer spaniel,333,500
Welsh springer spaniel,534,800
Welsh springer spaniel,500,375
Welsh springer spaniel,500,403
Welsh springer spaniel,500,333
Welsh springer spaniel,375,500
Welsh springer spaniel,333,500
Welsh springer spaniel,300,433
Welsh springer spaniel,500,375
Welsh springer spaniel,500,333
Welsh springer spaniel,500,375
Welsh springer spaniel,320,213
Welsh springer spaniel,334,500
Welsh springer spaniel,500,333
Welsh springer spaniel,500,433
Welsh springer spaniel,500,438
Welsh springer spaniel,375,500
Welsh springer spaniel,360,270
Welsh springer spaniel,500,297
Welsh springer spaniel,500,333
Welsh springer spaniel,500,333
Welsh springer spaniel,500,375
Welsh springer spaniel,500,359
Welsh springer spaniel,225,236
Welsh springer spaniel,500,375
Welsh springer spaniel,500,333
Welsh springer spaniel,175,164
Welsh springer spaniel,240,160
Welsh springer spaniel,500,333
Welsh springer spaniel,500,333
Welsh springer spaniel,500,332
Welsh springer spaniel,500,334
Welsh springer spaniel,363,500
Welsh springer spaniel,500,333
Welsh springer spaniel,500,333
Welsh springer spaniel,500,333
Welsh springer spaniel,500,333
Welsh springer spaniel,333,500
Welsh springer spaniel,500,333
Welsh springer spaniel,375,500
Welsh springer spaniel,500,360
Welsh springer spaniel,375,500
Welsh springer spaniel,500,333
Welsh springer spaniel,500,332
Welsh springer spaniel,500,334
Welsh springer spaniel,500,375
Welsh springer spaniel,500,479
Welsh springer spaniel,216,289
Welsh springer spaniel,540,405
Welsh springer spaniel,500,333
Welsh springer spaniel,500,375
Welsh springer spaniel,500,375
Welsh springer spaniel,500,333
Welsh springer spaniel,500,375
Welsh springer spaniel,375,500
Welsh springer spaniel,500,375
Welsh springer spaniel,370,388
Welsh springer spaniel,334,500
Welsh springer spaniel,375,500
Welsh springer spaniel,500,333
Welsh springer spaniel,500,375
Welsh springer spaniel,375,500
Welsh springer spaniel,500,333
Welsh springer spaniel,500,375
Welsh springer spaniel,450,298
Welsh springer spaniel,500,375
Welsh springer spaniel,190,286
Welsh springer spaniel,425,283
Welsh springer spaniel,375,500
Welsh springer spaniel,500,375
Welsh springer spaniel,500,350
Welsh springer spaniel,500,334
Welsh springer spaniel,500,333
Welsh springer spaniel,266,163
Welsh springer spaniel,500,450
Welsh springer spaniel,500,333
Welsh springer spaniel,500,375
cocker spaniel,375,500
cocker spaniel,500,375
cocker spaniel,500,375
cocker spaniel,500,323
cocker spaniel,500,375
cocker spaniel,500,375
cocker spaniel,500,334
cocker spaniel,448,336
cocker spaniel,500,331
cocker spaniel,500,376
cocker spaniel,500,375
cocker spaniel,500,375
cocker spaniel,500,375
cocker spaniel,500,454
cocker spaniel,500,476
cocker spaniel,320,240
cocker spaniel,500,333
cocker spaniel,375,500
cocker spaniel,333,500
cocker spaniel,500,375
cocker spaniel,500,334
cocker spaniel,500,338
cocker spaniel,500,500
cocker spaniel,409,500
cocker spaniel,500,375
cocker spaniel,500,481
cocker spaniel,500,283
cocker spaniel,500,375
cocker spaniel,333,500
cocker spaniel,437,500
cocker spaniel,500,374
cocker spaniel,500,375
cocker spaniel,500,333
cocker spaniel,500,375
cocker spaniel,500,500
cocker spaniel,375,500
cocker spaniel,375,500
cocker spaniel,500,375
cocker spaniel,500,375
cocker spaniel,500,500
cocker spaniel,500,363
cocker spaniel,500,333
cocker spaniel,500,500
cocker spaniel,500,372
cocker spaniel,375,500
cocker spaniel,500,375
cocker spaniel,500,281
cocker spaniel,500,435
cocker spaniel,500,375
cocker spaniel,448,336
cocker spaniel,500,375
cocker spaniel,500,375
cocker spaniel,500,375
cocker spaniel,495,500
cocker spaniel,500,435
cocker spaniel,500,334
cocker spaniel,500,375
cocker spaniel,352,460
cocker spaniel,500,375
cocker spaniel,500,327
cocker spaniel,500,375
cocker spaniel,500,333
cocker spaniel,360,347
cocker spaniel,500,322
cocker spaniel,388,500
cocker spaniel,500,420
cocker spaniel,1024,768
cocker spaniel,500,480
cocker spaniel,333,500
cocker spaniel,333,500
cocker spaniel,500,333
cocker spaniel,375,500
cocker spaniel,500,333
cocker spaniel,333,500
cocker spaniel,500,375
cocker spaniel,500,333
cocker spaniel,500,375
cocker spaniel,333,500
cocker spaniel,500,333
cocker spaniel,500,375
cocker spaniel,426,373
cocker spaniel,500,333
cocker spaniel,500,326
cocker spaniel,500,333
cocker spaniel,500,375
cocker spaniel,500,483
cocker spaniel,375,500
cocker spaniel,500,375
cocker spaniel,500,382
cocker spaniel,500,375
cocker spaniel,500,450
cocker spaniel,500,334
cocker spaniel,500,375
cocker spaniel,500,375
cocker spaniel,500,333
cocker spaniel,500,334
cocker spaniel,500,400
cocker spaniel,500,349
cocker spaniel,493,614
cocker spaniel,500,333
cocker spaniel,333,500
cocker spaniel,500,375
cocker spaniel,500,403
cocker spaniel,500,333
cocker spaniel,500,375
cocker spaniel,427,500
cocker spaniel,500,400
cocker spaniel,500,375
cocker spaniel,361,500
cocker spaniel,500,334
cocker spaniel,500,417
cocker spaniel,500,334
cocker spaniel,500,333
cocker spaniel,500,347
cocker spaniel,144,226
cocker spaniel,252,391
cocker spaniel,520,512
cocker spaniel,500,375
cocker spaniel,500,337
cocker spaniel,500,400
cocker spaniel,375,500
cocker spaniel,500,375
cocker spaniel,500,333
cocker spaniel,500,375
cocker spaniel,500,375
cocker spaniel,500,344
cocker spaniel,500,375
cocker spaniel,500,375
cocker spaniel,350,500
cocker spaniel,500,333
cocker spaniel,200,267
cocker spaniel,374,500
cocker spaniel,500,333
cocker spaniel,500,400
cocker spaniel,500,398
cocker spaniel,500,333
cocker spaniel,468,500
cocker spaniel,500,500
cocker spaniel,375,500
cocker spaniel,500,375
cocker spaniel,500,461
cocker spaniel,494,500
cocker spaniel,500,357
cocker spaniel,375,500
cocker spaniel,500,375
cocker spaniel,340,500
cocker spaniel,375,500
cocker spaniel,333,500
cocker spaniel,288,157
cocker spaniel,500,377
cocker spaniel,333,500
cocker spaniel,500,333
cocker spaniel,500,333
cocker spaniel,400,272
cocker spaniel,500,431
cocker spaniel,500,308
cocker spaniel,500,375
cocker spaniel,500,333
cocker spaniel,384,288
Sussex spaniel,450,382
Sussex spaniel,332,500
Sussex spaniel,320,440
Sussex spaniel,500,333
Sussex spaniel,275,250
Sussex spaniel,225,252
Sussex spaniel,350,245
Sussex spaniel,350,246
Sussex spaniel,497,344
Sussex spaniel,500,333
Sussex spaniel,300,283
Sussex spaniel,300,351
Sussex spaniel,170,205
Sussex spaniel,250,167
Sussex spaniel,300,288
Sussex spaniel,350,284
Sussex spaniel,399,443
Sussex spaniel,389,303
Sussex spaniel,200,278
Sussex spaniel,500,375
Sussex spaniel,500,491
Sussex spaniel,500,333
Sussex spaniel,210,210
Sussex spaniel,313,232
Sussex spaniel,240,200
Sussex spaniel,250,340
Sussex spaniel,346,500
Sussex spaniel,170,205
Sussex spaniel,148,181
Sussex spaniel,599,681
Sussex spaniel,466,500
Sussex spaniel,240,320
Sussex spaniel,300,216
Sussex spaniel,499,500
Sussex spaniel,250,250
Sussex spaniel,333,500
Sussex spaniel,752,498
Sussex spaniel,540,487
Sussex spaniel,350,504
Sussex spaniel,734,463
Sussex spaniel,800,600
Sussex spaniel,496,678
Sussex spaniel,435,367
Sussex spaniel,506,361
Sussex spaniel,550,427
Sussex spaniel,500,357
Sussex spaniel,1194,846
Sussex spaniel,480,320
Sussex spaniel,500,500
Sussex spaniel,676,543
Sussex spaniel,770,514
Sussex spaniel,528,525
Sussex spaniel,500,295
Sussex spaniel,720,540
Sussex spaniel,982,629
Sussex spaniel,630,390
Sussex spaniel,610,914
Sussex spaniel,750,588
Sussex spaniel,610,406
Sussex spaniel,500,383
Sussex spaniel,464,600
Sussex spaniel,500,345
Sussex spaniel,500,458
Sussex spaniel,416,354
Sussex spaniel,737,600
Sussex spaniel,495,320
Sussex spaniel,500,333
Sussex spaniel,490,344
Sussex spaniel,816,612
Sussex spaniel,967,900
Sussex spaniel,600,558
Sussex spaniel,610,364
Sussex spaniel,399,499
Sussex spaniel,450,328
Sussex spaniel,540,345
Sussex spaniel,800,600
Sussex spaniel,610,545
Sussex spaniel,435,480
Sussex spaniel,640,480
Sussex spaniel,590,523
Sussex spaniel,320,480
Sussex spaniel,480,320
Sussex spaniel,450,386
Sussex spaniel,340,510
Sussex spaniel,564,423
Sussex spaniel,580,418
Sussex spaniel,300,423
Sussex spaniel,682,512
Sussex spaniel,640,250
Sussex spaniel,450,338
Sussex spaniel,430,352
Sussex spaniel,196,274
Sussex spaniel,338,487
Sussex spaniel,724,580
Sussex spaniel,550,505
Sussex spaniel,450,350
Sussex spaniel,615,368
Sussex spaniel,479,373
Sussex spaniel,800,533
Sussex spaniel,601,596
Sussex spaniel,628,371
Sussex spaniel,785,605
Sussex spaniel,750,637
Sussex spaniel,550,600
Sussex spaniel,500,729
Sussex spaniel,340,226
Sussex spaniel,535,600
Sussex spaniel,300,530
Sussex spaniel,350,525
Sussex spaniel,800,600
Sussex spaniel,660,368
Sussex spaniel,550,400
Sussex spaniel,375,500
Sussex spaniel,575,383
Sussex spaniel,648,470
Sussex spaniel,500,430
Sussex spaniel,300,500
Sussex spaniel,1025,811
Sussex spaniel,380,437
Sussex spaniel,698,564
Sussex spaniel,750,639
Sussex spaniel,1495,1186
Sussex spaniel,402,500
Sussex spaniel,525,350
Sussex spaniel,500,348
Sussex spaniel,989,796
Sussex spaniel,934,783
Sussex spaniel,406,378
Sussex spaniel,800,600
Sussex spaniel,400,481
Sussex spaniel,328,455
Sussex spaniel,480,360
Sussex spaniel,530,421
Sussex spaniel,750,592
Sussex spaniel,440,598
Sussex spaniel,550,384
Sussex spaniel,500,750
Sussex spaniel,822,492
Sussex spaniel,500,750
Sussex spaniel,550,412
Sussex spaniel,800,533
Sussex spaniel,550,467
Sussex spaniel,808,1276
Sussex spaniel,625,417
Sussex spaniel,800,600
Sussex spaniel,1210,955
Sussex spaniel,700,385
Sussex spaniel,540,348
Sussex spaniel,506,466
Sussex spaniel,425,600
Sussex spaniel,500,429
Irish water spaniel,2097,1910
Irish water spaniel,500,375
Irish water spaniel,500,375
Irish water spaniel,364,500
Irish water spaniel,376,500
Irish water spaniel,333,500
Irish water spaniel,159,260
Irish water spaniel,340,448
Irish water spaniel,375,500
Irish water spaniel,310,279
Irish water spaniel,500,374
Irish water spaniel,335,500
Irish water spaniel,400,632
Irish water spaniel,596,401
Irish water spaniel,500,375
Irish water spaniel,600,710
Irish water spaniel,500,333
Irish water spaniel,500,490
Irish water spaniel,500,375
Irish water spaniel,200,150
Irish water spaniel,500,375
Irish water spaniel,304,410
Irish water spaniel,310,404
Irish water spaniel,1905,1619
Irish water spaniel,500,395
Irish water spaniel,285,400
Irish water spaniel,331,500
Irish water spaniel,300,276
Irish water spaniel,600,800
Irish water spaniel,500,333
Irish water spaniel,418,512
Irish water spaniel,500,375
Irish water spaniel,500,375
Irish water spaniel,427,499
Irish water spaniel,223,259
Irish water spaniel,375,500
Irish water spaniel,200,141
Irish water spaniel,400,276
Irish water spaniel,500,375
Irish water spaniel,200,150
Irish water spaniel,1849,1541
Irish water spaniel,2156,1604
Irish water spaniel,469,347
Irish water spaniel,500,375
Irish water spaniel,640,480
Irish water spaniel,181,228
Irish water spaniel,500,375
Irish water spaniel,400,477
Irish water spaniel,500,375
Irish water spaniel,375,500
Irish water spaniel,500,375
Irish water spaniel,245,320
Irish water spaniel,234,350
Irish water spaniel,158,215
Irish water spaniel,375,500
Irish water spaniel,330,241
Irish water spaniel,282,267
Irish water spaniel,266,216
Irish water spaniel,2135,1720
Irish water spaniel,375,500
Irish water spaniel,160,170
Irish water spaniel,800,600
Irish water spaniel,331,500
Irish water spaniel,300,360
Irish water spaniel,500,387
